PFAS_Name,CASRN,PFAS_Class,Chain_Length,MW,LogKow,Species,Species_Group,Trophic_Level,Is_Aquatic,Tissue,Exposure Route,Duration_days,Concentration_ng_g,log_concentration
PFOS,1763-23-1,Sulfonate,8.0,500.1,5.26,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,567.0,2.7535830588929064
,2795-39-3,,,,,Diatom,Other,2,0,Whole organism,Static,,120.2,2.079904467666721
,2795-39-3,,,,,Diatom,Other,2,0,Whole organism,Static,,10.63,1.0265332645232967
,2795-39-3,,,,,Diatom,Other,2,0,Whole organism,Static,,0.85,-0.07058107428570728
,2795-39-3,,,,,Diatom,Other,2,0,Whole organism,Static,,0.046,-1.337242168318426
,2795-39-3,,,,,Diatom,Other,2,0,Whole organism,Static,,0.01,-2.0
,2795-39-3,,,,,Diatom,Other,2,0,,Static,,0.07100000000000001,-1.1487416512809248
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Serum,Renewal,,0.1,-1.0
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Hepatopancreas,Renewal,,0.1,-1.0
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Muscle,Renewal,,10.0,1.0
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Muscle,Renewal,,0.1,-1.0
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Serum,Renewal,,0.001,-3.0
,2795-39-3,,,,,Australian Redclaw Crayfish,Other,2,0,Hepatopancreas,Renewal,,0.001,-3.0
,2795-39-3,,,,,Chinese Mitten Crab,Other,2,0,Hepatopancreas,Renewal,,100.0,2.0
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,1806.404755,3.2568150677759453
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,9.549999999999999,0.9800033715837463
,2795-39-3,,,,,Bluegill,Other,2,0,Edible tissue,Flow-through,,870.0,2.9395192526186187
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,409.811228,2.6125838530198915
,2795-39-3,,,,,Bluegill,Other,2,0,Whole organism,Flow-through,,870.0,2.9395192526186187
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,172.55209599999998,2.2369202390590064
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,29.0,1.462397997898956
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,43.138023999999994,1.6348602477310439
,2795-39-3,,,,,Bluegill,Other,2,0,Multiple tissueorgan,Flow-through,,870.0,2.9395192526186187
,2795-39-3,,,,,Bluegill,Other,2,0,Edible tissue,Flow-through,,86.0,1.9344984512435677
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,21.569011999999997,1.3338302520670626
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,143.0,2.155336037465062
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,9.549999999999999,0.9800033715837463
,2795-39-3,,,,,Common Carp,Fish,3,1,Whole organism,Flow-through,,16.0,1.2041199826559248
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,0.12,-0.9208187539523752
,2795-39-3,,,,,Bluegill,Other,2,0,Whole organism,Flow-through,,86.0,1.9344984512435677
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,4.5,0.6532125137753437
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,0.7,-0.1549019599857432
,2795-39-3,,,,,Bluegill,Other,2,0,Multiple tissueorgan,Flow-through,,86.0,1.9344984512435677
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Multiple routes between application groups,,0.12,-0.9208187539523752
,2795-39-3,,,,,Common Carp,Fish,3,1,Whole organism,Flow-through,,1.88,0.2741578492636798
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,409.811228,2.6125838530198915
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,43.138023999999994,1.6348602477310439
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,21.569011999999997,1.3338302520670626
,2795-39-3,,,,,Japanese Medaka,Fish,3,1,Liver,Static,,1000.0,3.0
,2795-39-3,,,,,Japanese Medaka,Fish,3,1,Liver,Static,,1000.0,3.0
,2795-39-3,,,,,Sea Bass,Other,2,0,Liver,Food,,4.83,0.6839471307515121
,2795-39-3,,,,,Fathead Minnow,Fish,3,1,Gonad(s),Renewal,,140.0,2.146128035678238
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,20.0,1.3010299956639813
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,20.0,1.3010299956639813
,2795-39-3,,,,,Fathead Minnow,Fish,3,1,Gonad(s),Renewal,,88.0,1.9444826721501687
,2795-39-3,,,,,Zebra Danio,Other,2,0,Multiple entries,Renewal,,500.0,2.6989700043360187
,2795-39-3,,,,,Zebra Danio,Other,2,0,,Static,,2955.0085665300003,3.4705587442329477
,2795-39-3,,,,,Zebra Danio,Other,2,0,Multiple entries,Renewal,,0.609,-0.21538270736712464
,2795-39-3,,,,,Zebra Danio,Other,2,0,Multiple entries,Renewal,,2000.0,3.3010299956639813
,2795-39-3,,,,,Zebra Danio,Other,2,0,Multiple entries,Static,,205.33,2.3124524071524406
,2795-39-3,,,,,Zebra Danio,Other,2,0,Whole organism,Static,,83.4712,1.9215366570573962
,2795-39-3,,,,,Zebra Danio,Other,2,0,Multiple entries,Renewal,,500.0,2.6989700043360187
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Plasma,Flow-through,,6.338,0.8019522348542817
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Plasma,Flow-through,,3.985,0.6004283257321311
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Kidney,Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Liver,Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Blood,Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Gill(s),Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,"Residual, remnant, carcass",Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,Muscle,Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Rainbow Trout,Fish,3,1,"Skin, epidermis",Food,,172.0,2.2355284469075487
,2795-39-3,,,,,Grass Carp,Fish,3,1,Whole organism,Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Grass Carp,Fish,3,1,Organ,Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Grass Carp,Fish,3,1,Gill(s),Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Grass Carp,Fish,3,1,Muscle,Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Grass Carp,Fish,3,1,Scale,Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Grass Carp,Fish,3,1,Head,Renewal,,0.4,-0.3979400086720376
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Green Mussel,Other,2,0,Tissue,Renewal,,96.0,1.9822712330395684
,2795-39-3,,,,,Mussel,Other,2,0,Gill(s),Static,,53.92253,1.7317702607391003
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,7.2,0.8573324964312685
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,7.0,0.8450980400142568
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,6.1000000000000005,0.785329835010767
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,6.1000000000000005,0.785329835010767
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,6.1000000000000005,0.785329835010767
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,6.1000000000000005,0.785329835010767
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,7.0,0.8450980400142568
,2795-39-3,,,,,Pacific Oyster,Other,2,0,Soft tissue,Renewal,,7.2,0.8573324964312685
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,100.0,2.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,100.0,2.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Viscera,Renewal,,0.5082,-0.29396533928564944
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,1000.0,3.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Gill(s),Renewal,,0.5082,-0.29396533928564944
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,100.0,2.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,100.0,2.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,10.0,1.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,10.0,1.0
,2795-39-3,,,,,Asian Clam,Other,2,0,Soft tissue,Renewal,,10.0,1.0
,2795-39-3,,,,,Ciliate Protozoa,Other,2,0,Whole organism,Static,,40000.0,4.6020599913279625
,2795-39-3,,,,,Ciliate Protozoa,Other,2,0,Whole organism,Static,,40000.0,4.6020599913279625
,2795-39-3,,,,,Ciliate Protozoa,Other,2,0,Whole organism,Static,,40000.0,4.6020599913279625
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,957.0,2.9809119377768436
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,932.0,2.9694159123539814
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,914.0,2.960946195733831
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,957.0,2.9809119377768436
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,914.0,2.960946195733831
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,932.0,2.9694159123539814
,2795-39-3,,,,,Polychaete Worm,Other,2,0,Whole organism,Renewal,,0.028,-1.5528419686577808
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,957.0,2.9809119377768436
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,957.0,2.9809119377768436
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,,Renewal,,2000.0,3.3010299956639813
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,932.0,2.9694159123539814
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,914.0,2.960946195733831
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,914.0,2.960946195733831
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,Whole organism,Renewal,,932.0,2.9694159123539814
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,,Renewal,,2000.0,3.3010299956639813
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,,Renewal,,200.0,2.3010299956639813
,2795-39-3,,,,,"Tubificid Worm, Oligochaete",Other,2,0,,Renewal,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Blood,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Liver,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Liver,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Blood,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Liver,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Blood,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Kidney,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Kidney,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Liver,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Kidney,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Blood,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Kidney,Gavage,,200.0,2.3010299956639813
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Whole organism,Renewal,,100.0,2.0
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Whole organism,Renewal,,100.0,2.0
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Whole organism,Renewal,,100.0,2.0
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Whole organism,Renewal,,100.0,2.0
,4021-47-0,,,,,Atlantic Salmon,Fish,3,1,Whole organism,Renewal,,100.0,2.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
,27619-97-2,,,,,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
,27619-97-2,,,,,Water-Hyacinth,Other,2,0,Multiple entries,Static,,500.0,2.6989700043360187
,1651215-26-7,,,,,Rainbow Trout,Fish,3,1,Kidney,Food,,6840.0,3.835056101720116
,1651215-26-7,,,,,Rainbow Trout,Fish,3,1,Liver,Food,,6840.0,3.835056101720116
,1651215-26-7,,,,,Rainbow Trout,Fish,3,1,Blood,Food,,6840.0,3.835056101720116
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1.183,0.07298474462793039
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,1.183,0.07298474462793039
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,Tissue,Static,,12.3,1.089905111439398
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,Tissue,Static,,12.3,1.089905111439398
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,Tissue,Static,,12.3,1.089905111439398
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,Tissue,Static,,12.3,1.089905111439398
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,Tissue,Static,,12.3,1.089905111439398
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Zebra Danio,Other,2,0,Whole organism,Renewal,,400.1114,2.6021809255018704
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,3425.83566,3.5347665256852383
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,263.52582,2.4208231733784014
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,351.36776,2.5457619099867013
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,1919.346389,3.2831533599651794
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,144.939201,2.161185862872645
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,16059.999999999998,4.2057455409426625
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,28040.0,4.447778009294621
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,9070.0,3.957607287060095
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,3425.83566,3.5347665256852383
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,263.52582,2.4208231733784014
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,351.36776,2.5457619099867013
,3871-99-6,,,,,Fathead Minnow,Fish,3,1,Ovaries,Renewal,,301.0,2.4785664955938436
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,9070.0,3.957607287060095
,3871-99-6,,,,,Fathead Minnow,Fish,3,1,Ovaries,Renewal,,180.0,2.255272505103306
,3871-99-6,,,,,Zebra Danio,Other,2,0,Whole organism,Renewal,,2196.0485,3.3416419273307767
,3871-99-6,,,,,Rainbow Trout,Fish,3,1,Multiple entries,Food,,308.0,2.4885507165004443
,3871-99-6,,,,,Mussel,Other,2,0,Gill(s),Static,,43.92097,1.6426719229947577
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,Whole organism,Static,,99376.992,4.997285847133078
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,40000.0,4.6020599913279625
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,80000.0,4.903089986991944
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,20000.0,4.301029995663981
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,10000.0,4.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,5000.0,3.6989700043360187
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,970.0,2.9867717342662448
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,950.0,2.9777236052888476
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,860.0,2.934498451243568
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,950.0,2.9777236052888476
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,840.0,2.9242792860618816
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,940.0,2.9731278535996988
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,950.0,2.9777236052888476
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Green Algae,Other,2,0,,Static,,830.0,2.9190780923760737
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Blue-Green Algae,Other,2,0,,Static,,87.7667,1.9433297693292084
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Blue-Green Algae,Other,2,0,,Static,,88.86670000000001,1.9487390532593034
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Blue-Green Algae,Other,2,0,,Static,,92.5,1.9661417327390327
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Blue-Green Algae,Other,2,0,,Static,,90.39999999999999,1.9561684304753633
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Lentic ,,66.0,1.8195439355418688
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Lentic ,,7.3,0.8633228601204559
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Lentic ,,2.9,0.4623979978989561
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Leopard Frog,Other,2,0,Whole organism,Renewal,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Water Flea,Other,2,0,Whole organism,Renewal,,99376.992,4.997285847133078
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Water Flea,Other,2,0,Whole organism,Static,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Water Flea,Other,2,0,Whole organism,Static,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Water Flea,Other,2,0,Whole organism,Static,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Water Flea,Other,2,0,Whole organism,Static,,10.0,1.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,"Hirame, Flounder",Other,2,0,Whole organism,Static,,210.0,2.322219294733919
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,"Hirame, Flounder",Other,2,0,Whole organism,Static,,0.25999999999999995,-0.5850266520291821
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Flounder,Other,2,0,Muscle,Renewal,,197.0,2.294466226161593
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Indian Medaka,Fish,3,1,Multiple entries,Renewal,,103.5,2.0149403497929366
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Indian Medaka,Fish,3,1,Multiple entries,Renewal,,109.7,2.0402066275747113
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Indian Medaka,Fish,3,1,Multiple entries,Renewal,,102.4,2.010299956639812
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Nile Tilapia,Other,2,0,Multiple entries,Food,,5000000.0,6.698970004336019
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,500.0,2.6989700043360187
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,500.0,2.6989700043360187
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,500.0,2.6989700043360187
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,100.0,2.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,1000.0,3.0
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Zebra Danio,Other,2,0,Whole organism,Renewal,,500.0,2.6989700043360187
