PFAS_Name,CASRN,PFAS_Class,Chain_Length,MW,LogKow,Species,Species_Group,Trophic_Level,Is_Aquatic,is_fish,is_mammal,is_plant,is_human,PFAS_Class_encoded,Tissue,Exposure Route,Duration_days,Concentration_ng_g,log_concentration,BCF,log_BCF,Study Year
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Grass,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Radish,Other,2,0,0,0,0,0,1.0,Multiple entries,"Environmental, unspecified",,4000.0,3.6020599913279625,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Radish,Other,2,0,0,0,0,0,1.0,Multiple entries,"Environmental, unspecified",,20.0,1.3010299956639813,,,2025
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,100.0,2.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,0.1,-1.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,1.0,0.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,10.0,1.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2023
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2023
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,50.0,1.6989700043360187,,,2022
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Shoot,Hydroponic,,50.0,1.6989700043360187,,,2023
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,1.0,0.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,1.0,0.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,100.0,2.0,,,2021
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,1.0,0.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Shoot,Hydroponic,,50.0,1.6989700043360187,,,2023
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Bread Wheat,Plant,1,0,0,0,1,0,1.0,Multiple entries,Hydroponic,,1.0,0.0,,,2018
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Corn,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,1000.0,3.0,,,2013
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Corn,Plant,1,0,0,0,1,0,1.0,Shoot,Hydroponic,,1000.0,3.0,,,2013
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Corn,Plant,1,0,0,0,1,0,1.0,Root,Hydroponic,,1000.0,3.0,,,2013
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
,335-95-5,,,,,Lettuce,Plant,1,0,0,0,1,0,-1.0,Multiple entries,"Environmental, unspecified",,530.0,2.724275869600789,,,2025
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,1693.88689,3.228884406768645,73.0,1.863322860120456,2021
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,180.990654,2.2576561493386693,153.0,2.184691430817599,2021
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Fathead Minnow,Fish,3,1,1,0,0,0,1.0,Ovaries,Renewal,,105.6,2.0236639181977933,,,2023
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Gonad(s),Flow-through,,1000.0,3.0,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Blood,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,"Residual, remnant, carcass",Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Gill(s),Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Kidney,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Muscle,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,"Skin, epidermis",Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Liver,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,20.0,1.3010299956639813,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Mussel,Other,2,0,0,0,0,0,1.0,Gill(s),Static,,46.40786,1.66659154231217,,,2006
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Mussel,Other,2,0,0,0,0,0,1.0,Gill(s),Static,,46.40786,1.66659154231217,,,2006
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1000.0,3.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,10.0,1.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,100.0,2.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1000.0,3.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,100.0,2.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1000.0,3.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,10.0,1.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1000.0,3.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,10.0,1.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,100.0,2.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,100.0,2.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,10.0,1.0,,,2017
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846,1.07,0.029383777685209667,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1.183,0.07298474462793039,1.3,0.11394335230683679,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846,,,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,1.183,0.07298474462793039,,,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Leopard Frog,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,0.44499999999999995,-0.35163998901906846,,,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,0,0,0,0,0.0,Tissue,Static,,12.3,1.089905111439398,0.03,-1.5228787452803376,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,0,0,0,0,0.0,Tissue,Static,,12.3,1.089905111439398,0.04,-1.3979400086720375,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,0,0,0,0,0.0,Tissue,Static,,12.3,1.089905111439398,0.05,-1.3010299956639813,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,0,0,0,0,0.0,Tissue,Static,,12.3,1.089905111439398,0.07,-1.154901959985743,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Scud,Other,2,0,0,0,0,0,0.0,Tissue,Static,,12.3,1.089905111439398,0.08,-1.0969100130080565,2022
PFHxS,355-46-4,Sulfonate,6.0,400.1,4.14,Zebra Danio,Other,2,0,0,0,0,0,0.0,Whole organism,Renewal,,400.1114,2.6021809255018704,19.4,1.287801729930226,2023
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3425.83566,3.5347665256852383,15.0,1.1760912590556813,2019
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,263.52582,2.4208231733784014,21.0,1.3222192947339193,2019
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,351.36776,2.5457619099867013,22.0,1.3424226808222062,2019
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1919.346389,3.2831533599651794,30.0,1.4771212547196624,2021
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,144.939201,2.161185862872645,55.0,1.7403626894942439,2021
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,16059.999999999998,4.2057455409426625,8.01,0.9036325160842377,2020
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,28040.0,4.447778009294621,9.3,0.9684829485539351,2020
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,9070.0,3.957607287060095,11.82,1.0726174765452365,2020
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3425.83566,3.5347665256852383,160.0,2.2041199826559246,2019
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,263.52582,2.4208231733784014,220.0,2.342422680822206,2019
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,351.36776,2.5457619099867013,230.0,2.361727836017593,2019
,3871-99-6,,,,,Fathead Minnow,Fish,3,1,1,0,0,0,-1.0,Ovaries,Renewal,,301.0,2.4785664955938436,,,2021
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,9070.0,3.957607287060095,,,2020
,3871-99-6,,,,,Fathead Minnow,Fish,3,1,1,0,0,0,-1.0,Ovaries,Renewal,,180.0,2.255272505103306,,,2021
,3871-99-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,2196.0485,3.3416419273307767,,,2023
,3871-99-6,,,,,Rainbow Trout,Fish,3,1,1,0,0,0,-1.0,Multiple entries,Food,,308.0,2.4885507165004443,,,2015
,3871-99-6,,,,,Mussel,Other,2,0,0,0,0,0,-1.0,Gill(s),Static,,43.92097,1.6426719229947577,,,2006
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,1693.88689,3.228884406768645,73.0,1.863322860120456,2021
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,180.990654,2.2576561493386693,153.0,2.184691430817599,2021
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Fathead Minnow,Fish,3,1,1,0,0,0,1.0,Ovaries,Renewal,,105.6,2.0236639181977933,,,2023
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Zebra Danio,Other,2,0,0,0,0,0,1.0,Gonad(s),Flow-through,,1000.0,3.0,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Blood,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,"Residual, remnant, carcass",Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Gill(s),Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Kidney,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Muscle,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,"Skin, epidermis",Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Rainbow Trout,Fish,3,1,1,0,0,0,1.0,Liver,Food,,347.0,2.5403294747908736,,,2015
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.62,0.983175072037813,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.6,0.9822712330395684,,,2016
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,20.0,1.3010299956639813,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,97.0,1.9867717342662448,,,2014
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Mussel,Other,2,0,0,0,0,0,1.0,Gill(s),Static,,46.40786,1.66659154231217,,,2006
PFNA,375-95-1,Carboxylate,9.0,464.1,6.05,Mussel,Other,2,0,0,0,0,0,1.0,Gill(s),Static,,46.40786,1.66659154231217,,,2006
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,791.693056,2.89855683572649,49.3,1.69284691927723,2025
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,71.972096,1.857164150568265,252.56,2.402364568884161,2025
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Zebra Danio,Other,2,0,0,0,0,0,1.0,Whole organism,Renewal,,8.739468800000001,0.9414850362683009,589.42,2.770424868097335,2025
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.77,0.989894563718773,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.73,0.9881128402683519,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.77,0.989894563718773,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.77,0.989894563718773,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.73,0.9881128402683519,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.73,0.9881128402683519,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.77,0.989894563718773,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Midge,Other,2,0,0,0,0,0,1.0,Whole organism,Static,,9.73,0.9881128402683519,,,2016
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,99.0,1.99563519459755,,,2014
PFDA,335-76-2,Carboxylate,10.0,514.1,6.83,Green Mussel,Other,2,0,0,0,0,0,1.0,Tissue,Renewal,,99.0,1.99563519459755,40.0,1.6020599913279623,2014
