PFAS_Name,CASRN,PFAS_Class,Chain_Length,MW,LogKow,Species,Species_Group,Trophic_Level,Is_Aquatic,is_fish,is_mammal,is_plant,is_human,PFAS_Class_encoded,Tissue,Exposure Route,Duration_days,Concentration_ng_g,log_concentration,BCF,log_BCF
,29420-49-3,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,15942.1227,4.2025461473938375,0.63,-0.2006594505464183
,29420-49-3,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1522.981509,3.1826946304614427,3.0,0.47712125471966244
,29420-49-3,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,108.542112,2.0355982677780258,4.0,0.6020599913279624
,29420-49-3,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,50.07,1.699577591398909,3.35,0.5250448070368452
,29420-49-3,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,510.0,2.7075701760979363,3.8,0.5797835966168101
,29420-49-3,,,,,Rainbow Trout,Fish,3,1,1,0,0,0,-1.0,Plasma,Flow-through,,5.694,0.7554174628109362,0.09,-1.0457574905606752
,29420-49-3,,,,,Mussel,Other,2,0,0,0,0,0,-1.0,Gill(s),Static,,33.91941,1.5304482894581197,,
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3130.0,3.4955443375464483,7.77,0.8904210188009143
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3130.0,3.4955443375464483,10.8,1.0334237554869496
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,5050.0,3.7032913781186614,11.8,1.0718820073061255
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3130.0,3.4955443375464483,13.0,1.1139433523068367
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1160.0,3.0644579892269186,14.8,1.1702617153949575
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1160.0,3.0644579892269186,16.0,1.2041199826559248
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,5050.0,3.7032913781186614,16.5,1.2174839442139063
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1160.0,3.0644579892269186,16.5,1.2174839442139063
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,610.0,2.785329835010767,17.3,1.2380461031287955
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,610.0,2.785329835010767,18.0,1.255272505103306
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,610.0,2.785329835010767,18.4,1.2648178230095364
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,5050.0,3.7032913781186614,18.5,1.2671717284030137
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,3130.0,3.4955443375464483,18.5,1.2671717284030137
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,610.0,2.785329835010767,21.1,1.3242824552976926
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1160.0,3.0644579892269186,26.5,1.423245873936808
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,5050.0,3.7032913781186614,36.1,1.557507201905658
,30334-69-1,,,,,Water Flea,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,9850.0,3.9934362304976116,47.9,1.6803355134145632
,30334-69-1,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,14058.217,4.147930242720485,0.8,-0.09691001300805639
PFHpA,375-85-9,Carboxylate,7.0,364.1,4.55,Mussel,Other,2,0,0,0,0,0,1.0,Gill(s),Static,,36.4063,1.561176543497663,,
,151772-58-6,,,,,"Hirame, Flounder",Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,0.23,-0.638272163982407,57.0,1.7558748556724915
,151772-58-6,,,,,"Hirame, Flounder",Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,510.0,2.7075701760979363,99.0,1.99563519459755
,151772-58-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,1098.3314019999998,3.0407334005367876,2.0,0.3010299956639812
,151772-58-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Renewal,,97.695246,1.9898734307996295,2.1,0.3222192947339193
,151772-58-6,,,,,Zebra Danio,Other,2,0,0,0,0,0,-1.0,Whole organism,Static,,470.0,2.6720978579357175,130.0,2.113943352306837
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Asian Water Plantain,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,480.0,2.681241237375587,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Asian Water Plantain,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,480.0,2.681241237375587,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Asian Water Plantain,Other,2,0,0,0,0,0,1.0,Stem,Hydroponic,,480.0,2.681241237375587,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Mouse-Ear Cress,Mammal,4,0,0,1,0,0,1.0,Whole organism,Culture medium,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Mouse-Ear Cress,Mammal,4,0,0,1,0,0,1.0,Whole organism,Culture medium,,20000.0,4.301029995663981,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Jointed Twig-Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Stem,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Stem,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Stem,Hydroponic,,15000.0,4.176091259055681,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Stem,Hydroponic,,1000.0,3.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Leafneedle,Hydroponic,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Brown Mustard,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Nematode,Other,2,0,0,0,0,0,1.0,Whole organism,Culture medium,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Nematode,Other,2,0,0,0,0,0,1.0,Whole organism,Culture medium,,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Nematode,Other,2,0,0,0,0,0,1.0,Whole organism,Culture medium,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Nematode,Other,2,0,0,0,0,0,1.0,Whole organism,Culture medium,,2000.0,3.3010299956639813,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Land Snail,Other,2,0,0,0,0,0,1.0,Soft tissue,Multiple routes between application groups,,1.53,0.1846914308175988,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Land Snail,Other,2,0,0,0,0,0,1.0,Soft tissue,Multiple routes between application groups,,0.995,-0.002176919254274547,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Land Snail,Other,2,0,0,0,0,0,1.0,Soft tissue,Multiple routes between application groups,,0.887,-0.0520763801682736,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Land Snail,Other,2,0,0,0,0,0,1.0,Soft tissue,Multiple routes between application groups,,0.951,-0.02181948306258609,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Japanese Quail,Other,2,0,0,0,0,0,1.0,Serum,Food,,162000.0,5.209515014542631,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Japanese Quail,Other,2,0,0,0,0,0,1.0,Liver,Food,,162000.0,5.209515014542631,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Japanese Quail,Other,2,0,0,0,0,0,1.0,Liver,Food,,262000.0,5.418301291319746,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Japanese Quail,Other,2,0,0,0,0,0,1.0,Serum,Food,,162000.0,5.209515014542631,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Japanese Quail,Other,2,0,0,0,0,0,1.0,Liver,Food,,162000.0,5.209515014542631,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Cucumber,Other,2,0,0,0,0,0,1.0,Leafneedle,Direct application,,220.0,2.342422680822206,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Cucumber,Other,2,0,0,0,0,0,1.0,Stem,Direct application,,220.0,2.342422680822206,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Cucumber,Other,2,0,0,0,0,0,1.0,Root,Direct application,,220.0,2.342422680822206,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,6010.0,3.7788744720027396,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,10000.0,4.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,3230.0,3.509202522331103,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,28360.0,4.452706226511029,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,25000.0,4.3979400086720375,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,930.0,2.9684829485539352,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,92430.0,4.965812953036603,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,4260.0,3.629409599102719,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,43040.0,4.633872262658333,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,21100.0,4.324282455297693,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,122.1,2.0867156639448825,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Earthworm,Other,2,0,0,0,0,0,1.0,Whole organism,"Environmental, unspecified",,122.1,2.0867156639448825,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Chicken,Other,2,0,0,0,0,0,1.0,Liver,Air sac injection,,1600.0,3.2041199826559246,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Chicken,Other,2,0,0,0,0,0,1.0,Liver,Air sac injection,,5000.0,3.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Chicken,Other,2,0,0,0,0,0,1.0,Serum,Air sac injection,,2000.0,3.3010299956639813,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Chicken,Other,2,0,0,0,0,0,1.0,Liver,Air sac injection,,1500.0,3.1760912590556813,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Soybean,Plant,1,0,0,0,1,0,1.0,Root,"Environmental, unspecified",,100.0,2.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,2.0,0.3010299956639812,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,30.0,1.4771212547196624,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,0.2,-0.6989700043360187,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Shoot,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Root,Hydroponic,,10.0,1.0,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,2.0,0.3010299956639812,,
PFOA,335-67-1,Carboxylate,8.0,414.1,5.3,Sea Rush,Other,2,0,0,0,0,0,1.0,Whole organism,Hydroponic,,2.0,0.3010299956639812,,
